import_importtariff_&_tax_item,import_rate,import_applicable_country,import_note,hs10digit,conventional_fta_conventional_duty,conventional_rate,conventional_fta_code,conventional_applicable_country,export_exporttariff_&_tax_item,export_rate,export_applicable_rate,export_applicable_country,export_importtariff_&_tax_item,export_note
,,,,0713601000,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0713601000,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0713601000,Korea,,KR,Free Trade Area Nation with China,,,,,,
,,,,0713601000,Australia,,AU,Free Trade Area Nation with China,,,,,,
,,,,0713601000,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0713601000,Switzerland,,CH,Free Trade Area Nation with China,,,,,,
,,,,0713601000,Iceland,,IS,Free Trade Area Nation with China,,,,,,
,,,,0713601000,Costa Rica,,CR,Free Trade Area Nation with China,,,,,,
,,,,0713601000,Peru,,PE,Free Trade Area Nation with China,,,,,,
,,,,0713601000,Chile,,CL,Free Trade Area Nation with China,,,,,,
,,,,0713601000,Pakistan,,PK,Free Trade Area Nation with China,,,,,,
,,,,0713601000,Georgia,,GE,Free Trade Area Nation with China,,,,,,
,,,,0713601000,Hong Kong,,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0713601000,Macao,,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0713601000,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0713601000,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0713601000,MFN Duty,0.0%,,Most-favored Nation,,,,,,
,,,,0713601000,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0713601000,,,,,Export Duty,0.0%,,China,,
,,,,0713601000,,,,,Interim Export Duty,,or.,China,,
,,,,0713601000,,,,,Export VAT,9.0%,,China,,
,,,,0713601000,,,,,Export VAT Rebate,6.0%,,China,,
,,,,0713601000,,,,,,,,,,
General Duty,20.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0713609000,,,,,,,,,,
MFN Duty,7.0%,Most-favored Nation,,0713609000,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0713609000,,,,,,,,,,
FTA Conventional Duty,00%~7.0%,FTA Conventional Duty Search,,0713609000,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0713609000,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0713609000,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0713609000,,,,,,,,,,
China additional retaliatory tariff on USA,2.5%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",2.5%（自2020年2月14日13时01分起调整对原产于美国的部分进口商品加征关税由5%调整为2.5%）,0713609000,,,,,,,,,,
,,,,0713609000,Association of Southeast Asian Nations,0.0%,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0713609000,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0713609000,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0713609000,Korea,0.0%,KR,Free Trade Area Nation with China,,,,,,
,,,,0713609000,Australia,0.0%,AU,Free Trade Area Nation with China,,,,,,
,,,,0713609000,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0713609000,Switzerland,0.0%,CH,Free Trade Area Nation with China,,,,,,
,,,,0713609000,Iceland,0.0%,IS,Free Trade Area Nation with China,,,,,,
,,,,0713609000,Costa Rica,0.0%,CR,Free Trade Area Nation with China,,,,,,
,,,,0713609000,Peru,0.0%,PE,Free Trade Area Nation with China,,,,,,
,,,,0713609000,Chile,0.0%,CL,Free Trade Area Nation with China,,,,,,
,,,,0713609000,Pakistan,4.0%,PK,Free Trade Area Nation with China,,,,,,
,,,,0713609000,Georgia,0.0%,GE,Free Trade Area Nation with China,,,,,,
,,,,0713609000,Hong Kong,0.0%,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0713609000,Macao,0.0%,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0713609000,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0713609000,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0713609000,MFN Duty,7.0%,,Most-favored Nation,,,,,,
,,,,0713609000,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0713609000,,,,,Export Duty,0.0%,,China,,
,,,,0713609000,,,,,Interim Export Duty,,or.,China,,
,,,,0713609000,,,,,Export VAT,9.0%,,China,,
,,,,0713609000,,,,,Export VAT Rebate,9.0%,,China,,
,,,,0713609000,,,,,,,,,,
General Duty,0.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0713901000,,,,,,,,,,
MFN Duty,0.0%,Most-favored Nation,,0713901000,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0713901000,,,,,,,,,,
FTA Conventional Duty,00%~0.0%,FTA Conventional Duty Search,,0713901000,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0713901000,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0713901000,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0713901000,,,,,,,,,,
China additional retaliatory tariff on USA,0.0%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",-,0713901000,,,,,,,,,,
,,,,0713901000,Association of Southeast Asian Nations,,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0713901000,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0713901000,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0713901000,Korea,,KR,Free Trade Area Nation with China,,,,,,
,,,,0713901000,Australia,,AU,Free Trade Area Nation with China,,,,,,
,,,,0713901000,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0713901000,Switzerland,,CH,Free Trade Area Nation with China,,,,,,
,,,,0713901000,Iceland,,IS,Free Trade Area Nation with China,,,,,,
,,,,0713901000,Costa Rica,,CR,Free Trade Area Nation with China,,,,,,
,,,,0713901000,Peru,,PE,Free Trade Area Nation with China,,,,,,
,,,,0713901000,Chile,,CL,Free Trade Area Nation with China,,,,,,
,,,,0713901000,Pakistan,,PK,Free Trade Area Nation with China,,,,,,
,,,,0713901000,Georgia,,GE,Free Trade Area Nation with China,,,,,,
,,,,0713901000,Hong Kong,,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0713901000,Macao,,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0713901000,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0713901000,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0713901000,MFN Duty,0.0%,,Most-favored Nation,,,,,,
,,,,0713901000,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0713901000,,,,,Export Duty,0.0%,,China,,
,,,,0713901000,,,,,Interim Export Duty,,or.,China,,
,,,,0713901000,,,,,Export VAT,9.0%,,China,,
,,,,0713901000,,,,,Export VAT Rebate,0.0%,,China,,
,,,,0713901000,,,,,,,,,,
General Duty,20.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0713909000,,,,,,,,,,
MFN Duty,7.0%,Most-favored Nation,,0713909000,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0713909000,,,,,,,,,,
FTA Conventional Duty,00%~7.0%,FTA Conventional Duty Search,,0713909000,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0713909000,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0713909000,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0713909000,,,,,,,,,,
China additional retaliatory tariff on USA,2.5%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",2.5%（自2020年2月14日13时01分起调整对原产于美国的部分进口商品加征关税由5%调整为2.5%）,0713909000,,,,,,,,,,
,,,,0713909000,Association of Southeast Asian Nations,0.0%,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0713909000,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0713909000,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0713909000,Korea,0.0%,KR,Free Trade Area Nation with China,,,,,,
,,,,0713909000,Australia,0.0%,AU,Free Trade Area Nation with China,,,,,,
,,,,0713909000,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0713909000,Switzerland,0.0%,CH,Free Trade Area Nation with China,,,,,,
,,,,0713909000,Iceland,0.0%,IS,Free Trade Area Nation with China,,,,,,
,,,,0713909000,Costa Rica,0.0%,CR,Free Trade Area Nation with China,,,,,,
,,,,0713909000,Peru,0.0%,PE,Free Trade Area Nation with China,,,,,,
,,,,0713909000,Chile,0.0%,CL,Free Trade Area Nation with China,,,,,,
,,,,0713909000,Pakistan,5.0%,PK,Free Trade Area Nation with China,,,,,,
,,,,0713909000,Georgia,0.0%,GE,Free Trade Area Nation with China,,,,,,
,,,,0713909000,Hong Kong,0.0%,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0713909000,Macao,0.0%,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0713909000,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0713909000,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0713909000,MFN Duty,7.0%,,Most-favored Nation,,,,,,
,,,,0713909000,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0713909000,,,,,Export Duty,0.0%,,China,,
,,,,0713909000,,,,,Interim Export Duty,,or.,China,,
,,,,0713909000,,,,,Export VAT,9.0%,,China,,
,,,,0713909000,,,,,Export VAT Rebate,,,China,,
,,,,0713909000,,,,,,,,,,
General Duty,30.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0714101000,,,,,,,,,,
MFN Duty,10.0%,Most-favored Nation,,0714101000,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0714101000,,,,,,,,,,
FTA Conventional Duty,00%~10.0%,FTA Conventional Duty Search,,0714101000,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0714101000,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0714101000,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0714101000,,,,,,,,,,
China additional retaliatory tariff on USA,2.5%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",2.5%（自2020年2月14日13时01分起调整对原产于美国的部分进口商品加征关税由5%调整为2.5%）,0714101000,,,,,,,,,,
,,,,0714101000,Association of Southeast Asian Nations,0.0%,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0714101000,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0714101000,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0714101000,Korea,0.0%,KR,Free Trade Area Nation with China,,,,,,
,,,,0714101000,Australia,0.0%,AU,Free Trade Area Nation with China,,,,,,
,,,,0714101000,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0714101000,Switzerland,0.0%,CH,Free Trade Area Nation with China,,,,,,
,,,,0714101000,Iceland,0.0%,IS,Free Trade Area Nation with China,,,,,,
,,,,0714101000,Costa Rica,0.0%,CR,Free Trade Area Nation with China,,,,,,
,,,,0714101000,Peru,0.0%,PE,Free Trade Area Nation with China,,,,,,
,,,,0714101000,Chile,0.0%,CL,Free Trade Area Nation with China,,,,,,
,,,,0714101000,Pakistan,4.5%,PK,Free Trade Area Nation with China,,,,,,
,,,,0714101000,Georgia,0.0%,GE,Free Trade Area Nation with China,,,,,,
,,,,0714101000,Hong Kong,0.0%,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0714101000,Macao,0.0%,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0714101000,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0714101000,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0714101000,MFN Duty,10.0%,,Most-favored Nation,,,,,,
,,,,0714101000,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0714101000,,,,,Export Duty,0.0%,,China,,
,,,,0714101000,,,,,Interim Export Duty,,or.,China,,
,,,,0714101000,,,,,Export VAT,9.0%,,China,,
,,,,0714101000,,,,,Export VAT Rebate,9.0%,,China,,
,,,,0714101000,,,,,,,,,,
General Duty,30.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0714102000,,,,,,,,,,
MFN Duty,5.0%,Most-favored Nation,,0714102000,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0714102000,,,,,,,,,,
FTA Conventional Duty,00%~5.0%,FTA Conventional Duty Search,,0714102000,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0714102000,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0714102000,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0714102000,,,,,,,,,,
China additional retaliatory tariff on USA,0.0%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",-,0714102000,,,,,,,,,,
,,,,0714102000,Association of Southeast Asian Nations,0.0%,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0714102000,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0714102000,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0714102000,Korea,0.0%,KR,Free Trade Area Nation with China,,,,,,
,,,,0714102000,Australia,0.0%,AU,Free Trade Area Nation with China,,,,,,
,,,,0714102000,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0714102000,Switzerland,0.0%,CH,Free Trade Area Nation with China,,,,,,
,,,,0714102000,Iceland,0.0%,IS,Free Trade Area Nation with China,,,,,,
,,,,0714102000,Costa Rica,0.0%,CR,Free Trade Area Nation with China,,,,,,
,,,,0714102000,Peru,0.0%,PE,Free Trade Area Nation with China,,,,,,
,,,,0714102000,Chile,0.0%,CL,Free Trade Area Nation with China,,,,,,
,,,,0714102000,Pakistan,0.0%,PK,Free Trade Area Nation with China,,,,,,
,,,,0714102000,Georgia,0.0%,GE,Free Trade Area Nation with China,,,,,,
,,,,0714102000,Hong Kong,0.0%,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0714102000,Macao,0.0%,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0714102000,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0714102000,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0714102000,MFN Duty,5.0%,,Most-favored Nation,,,,,,
,,,,0714102000,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0714102000,,,,,Export Duty,0.0%,,China,,
,,,,0714102000,,,,,Interim Export Duty,,or.,China,,
,,,,0714102000,,,,,Export VAT,9.0%,,China,,
,,,,0714102000,,,,,Export VAT Rebate,9.0%,,China,,
,,,,0714102000,,,,,,,,,,
General Duty,80.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0714103000,,,,,,,,,,
MFN Duty,10.0%,Most-favored Nation,,0714103000,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0714103000,,,,,,,,,,
FTA Conventional Duty,00%~10.0%,FTA Conventional Duty Search,,0714103000,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0714103000,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0714103000,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0714103000,,,,,,,,,,
China additional retaliatory tariff on USA,2.5%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",2.5%（自2020年2月14日13时01分起调整对原产于美国的部分进口商品加征关税由5%调整为2.5%）,0714103000,,,,,,,,,,
,,,,0714103000,Association of Southeast Asian Nations,0.0%,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0714103000,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0714103000,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0714103000,Korea,4.0%,KR,Free Trade Area Nation with China,,,,,,
,,,,0714103000,Australia,0.0%,AU,Free Trade Area Nation with China,,,,,,
,,,,0714103000,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0714103000,Switzerland,0.0%,CH,Free Trade Area Nation with China,,,,,,
,,,,0714103000,Iceland,0.0%,IS,Free Trade Area Nation with China,,,,,,
,,,,0714103000,Costa Rica,0.0%,CR,Free Trade Area Nation with China,,,,,,
,,,,0714103000,Peru,0.0%,PE,Free Trade Area Nation with China,,,,,,
,,,,0714103000,Chile,0.0%,CL,Free Trade Area Nation with China,,,,,,
,,,,0714103000,Pakistan,4.5%,PK,Free Trade Area Nation with China,,,,,,
,,,,0714103000,Georgia,0.0%,GE,Free Trade Area Nation with China,,,,,,
,,,,0714103000,Hong Kong,0.0%,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0714103000,Macao,0.0%,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0714103000,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0714103000,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0714103000,MFN Duty,10.0%,,Most-favored Nation,,,,,,
,,,,0714103000,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0714103000,,,,,Export Duty,0.0%,,China,,
,,,,0714103000,,,,,Interim Export Duty,,or.,China,,
,,,,0714103000,,,,,Export VAT,9.0%,,China,,
,,,,0714103000,,,,,Export VAT Rebate,9.0%,,China,,
,,,,0714103000,,,,,,,,,,
General Duty,50.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0714201100,,,,,,,,,,
MFN Duty,0.0%,Most-favored Nation,,0714201100,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0714201100,,,,,,,,,,
FTA Conventional Duty,00%~0.0%,FTA Conventional Duty Search,,0714201100,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0714201100,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0714201100,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0714201100,,,,,,,,,,
China additional retaliatory tariff on USA,0.0%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",-,0714201100,,,,,,,,,,
,,,,0714201100,Association of Southeast Asian Nations,,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0714201100,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0714201100,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0714201100,Korea,,KR,Free Trade Area Nation with China,,,,,,
,,,,0714201100,Australia,,AU,Free Trade Area Nation with China,,,,,,
,,,,0714201100,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0714201100,Switzerland,,CH,Free Trade Area Nation with China,,,,,,
,,,,0714201100,Iceland,,IS,Free Trade Area Nation with China,,,,,,
